image_id,angle,speed,filepath,angle_bin,speed_bin,pair_freq,sample_weight
1760,0.5,1.0,data/training_data/training_data/1760.png,0.5,1.0,2145,0.0004662004662004662
1761,0.5625,0.0,data/training_data/training_data/1761.png,0.562,0.0,313,0.003194888178913738
1762,0.5,1.0,data/training_data/training_data/1762.png,0.5,1.0,2145,0.0004662004662004662
1763,0.4375,1.0,data/training_data/training_data/1763.png,0.438,1.0,898,0.0011135857461024498
1764,0.5,0.0,data/training_data/training_data/1764.png,0.5,0.0,1275,0.000784313725490196
1765,0.8125,1.0,data/training_data/training_data/1765.png,0.812,1.0,1176,0.0008503401360544217
1766,0.6875,1.0,data/training_data/training_data/1766.png,0.688,1.0,844,0.001184834123222749
1767,0.8125,1.0,data/training_data/training_data/1767.png,0.812,1.0,1176,0.0008503401360544217
1768,0.5,1.0,data/training_data/training_data/1768.png,0.5,1.0,2145,0.0004662004662004662
1769,0.5625,1.0,data/training_data/training_data/1769.png,0.562,1.0,1445,0.0006920415224913495
1770,0.8125,1.0,data/training_data/training_data/1770.png,0.812,1.0,1176,0.0008503401360544217
1771,0.6875,1.0,data/training_data/training_data/1771.png,0.688,1.0,844,0.001184834123222749
1772,0.9375,1.0,data/training_data/training_data/1772.png,0.938,1.0,101,0.009900990099009901
1773,0.8125,1.0,data/training_data/training_data/1773.png,0.812,1.0,1176,0.0008503401360544217
1774,0.625,1.0,data/training_data/training_data/1774.png,0.625,1.0,736,0.001358695652173913
1775,0.8125,0.0,data/training_data/training_data/1775.png,0.812,0.0,120,0.008333333333333333
1776,0.75,0.0,data/training_data/training_data/1776.png,0.75,0.0,233,0.004291845493562232
1777,0.5625,0.0,data/training_data/training_data/1777.png,0.562,0.0,313,0.003194888178913738
1778,0.4375,1.0,data/training_data/training_data/1778.png,0.438,1.0,898,0.0011135857461024498
1779,0.5,1.0,data/training_data/training_data/1779.png,0.5,1.0,2145,0.0004662004662004662
1780,0.125,0.0,data/training_data/training_data/1780.png,0.125,0.0,62,0.016129032258064516
1781,0.8125,1.0,data/training_data/training_data/1781.png,0.812,1.0,1176,0.0008503401360544217
1782,0.75,1.0,data/training_data/training_data/1782.png,0.75,1.0,1173,0.0008525149190110827
1783,0.5625,1.0,data/training_data/training_data/1783.png,0.562,1.0,1445,0.0006920415224913495
1784,0.8125,0.0,data/training_data/training_data/1784.png,0.812,0.0,120,0.008333333333333333
1785,0.5,1.0,data/training_data/training_data/1785.png,0.5,1.0,2145,0.0004662004662004662
1786,0.4375,1.0,data/training_data/training_data/1786.png,0.438,1.0,898,0.0011135857461024498
1787,0.6875,0.0,data/training_data/training_data/1787.png,0.688,0.0,179,0.00558659217877095
1788,0.5,1.0,data/training_data/training_data/1788.png,0.5,1.0,2145,0.0004662004662004662
1789,0.875,0.0,data/training_data/training_data/1789.png,0.875,0.0,166,0.006024096385542169
1790,0.625,0.0,data/training_data/training_data/1790.png,0.625,0.0,123,0.008130081300813009
1791,0.5,1.0,data/training_data/training_data/1791.png,0.5,1.0,2145,0.0004662004662004662
1792,0.1875,1.0,data/training_data/training_data/1792.png,0.188,1.0,503,0.0019880715705765406
1793,0.125,1.0,data/training_data/training_data/1793.png,0.125,1.0,748,0.001336898395721925
1794,0.5,1.0,data/training_data/training_data/1794.png,0.5,1.0,2145,0.0004662004662004662
1795,0.75,1.0,data/training_data/training_data/1795.png,0.75,1.0,1173,0.0008525149190110827
1796,0.4375,1.0,data/training_data/training_data/1796.png,0.438,1.0,898,0.0011135857461024498
1797,0.75,1.0,data/training_data/training_data/1797.png,0.75,1.0,1173,0.0008525149190110827
1798,0.625,0.0,data/training_data/training_data/1798.png,0.625,0.0,123,0.008130081300813009
1799,0.8125,0.0,data/training_data/training_data/1799.png,0.812,0.0,120,0.008333333333333333
1800,0.8125,1.0,data/training_data/training_data/1800.png,0.812,1.0,1176,0.0008503401360544217
1801,0.5625,0.0,data/training_data/training_data/1801.png,0.562,0.0,313,0.003194888178913738
1802,0.8125,1.0,data/training_data/training_data/1802.png,0.812,1.0,1176,0.0008503401360544217
1803,0.8125,1.0,data/training_data/training_data/1803.png,0.812,1.0,1176,0.0008503401360544217
1804,0.5625,1.0,data/training_data/training_data/1804.png,0.562,1.0,1445,0.0006920415224913495
1805,0.625,1.0,data/training_data/training_data/1805.png,0.625,1.0,736,0.001358695652173913
1806,0.5,1.0,data/training_data/training_data/1806.png,0.5,1.0,2145,0.0004662004662004662
1807,0.5,1.0,data/training_data/training_data/1807.png,0.5,1.0,2145,0.0004662004662004662
1808,0.625,1.0,data/training_data/training_data/1808.png,0.625,1.0,736,0.001358695652173913
1809,0.5,1.0,data/training_data/training_data/1809.png,0.5,1.0,2145,0.0004662004662004662
1810,0.25,1.0,data/training_data/training_data/1810.png,0.25,1.0,268,0.0037313432835820895
1811,0.5,1.0,data/training_data/training_data/1811.png,0.5,1.0,2145,0.0004662004662004662
1812,0.5625,1.0,data/training_data/training_data/1812.png,0.562,1.0,1445,0.0006920415224913495
1813,0.5625,0.0,data/training_data/training_data/1813.png,0.562,0.0,313,0.003194888178913738
1814,0.5,1.0,data/training_data/training_data/1814.png,0.5,1.0,2145,0.0004662004662004662
1815,0.75,1.0,data/training_data/training_data/1815.png,0.75,1.0,1173,0.0008525149190110827
1816,0.4375,1.0,data/training_data/training_data/1816.png,0.438,1.0,898,0.0011135857461024498
1817,0.5,0.0,data/training_data/training_data/1817.png,0.5,0.0,1275,0.000784313725490196
1818,0.5625,1.0,data/training_data/training_data/1818.png,0.562,1.0,1445,0.0006920415224913495
1819,0.125,1.0,data/training_data/training_data/1819.png,0.125,1.0,748,0.001336898395721925
1820,0.5,0.0,data/training_data/training_data/1820.png,0.5,0.0,1275,0.000784313725490196
1821,0.5,1.0,data/training_data/training_data/1821.png,0.5,1.0,2145,0.0004662004662004662
1822,0.8125,0.0,data/training_data/training_data/1822.png,0.812,0.0,120,0.008333333333333333
1823,0.75,1.0,data/training_data/training_data/1823.png,0.75,1.0,1173,0.0008525149190110827
1824,0.3125,1.0,data/training_data/training_data/1824.png,0.312,1.0,220,0.004545454545454545
1825,0.125,1.0,data/training_data/training_data/1825.png,0.125,1.0,748,0.001336898395721925
1826,0.5,0.0,data/training_data/training_data/1826.png,0.5,0.0,1275,0.000784313725490196
1827,0.75,1.0,data/training_data/training_data/1827.png,0.75,1.0,1173,0.0008525149190110827
1828,0.875,1.0,data/training_data/training_data/1828.png,0.875,1.0,363,0.0027548209366391185
1829,0.5,1.0,data/training_data/training_data/1829.png,0.5,1.0,2145,0.0004662004662004662
1830,0.5,1.0,data/training_data/training_data/1830.png,0.5,1.0,2145,0.0004662004662004662
1831,0.625,1.0,data/training_data/training_data/1831.png,0.625,1.0,736,0.001358695652173913
1832,0.5625,1.0,data/training_data/training_data/1832.png,0.562,1.0,1445,0.0006920415224913495
1833,0.5,1.0,data/training_data/training_data/1833.png,0.5,1.0,2145,0.0004662004662004662
1834,0.25,1.0,data/training_data/training_data/1834.png,0.25,1.0,268,0.0037313432835820895
1835,0.6875,1.0,data/training_data/training_data/1835.png,0.688,1.0,844,0.001184834123222749
1836,0.6875,1.0,data/training_data/training_data/1836.png,0.688,1.0,844,0.001184834123222749
1837,0.5,1.0,data/training_data/training_data/1837.png,0.5,1.0,2145,0.0004662004662004662
1838,0.125,1.0,data/training_data/training_data/1838.png,0.125,1.0,748,0.001336898395721925
1839,0.75,1.0,data/training_data/training_data/1839.png,0.75,1.0,1173,0.0008525149190110827
1840,0.375,1.0,data/training_data/training_data/1840.png,0.375,1.0,290,0.0034482758620689655
1841,0.625,1.0,data/training_data/training_data/1841.png,0.625,1.0,736,0.001358695652173913
1842,0.8125,1.0,data/training_data/training_data/1842.png,0.812,1.0,1176,0.0008503401360544217
1843,0.875,0.0,data/training_data/training_data/1843.png,0.875,0.0,166,0.006024096385542169
1844,0.5625,1.0,data/training_data/training_data/1844.png,0.562,1.0,1445,0.0006920415224913495
1845,0.5,0.0,data/training_data/training_data/1845.png,0.5,0.0,1275,0.000784313725490196
1846,0.125,1.0,data/training_data/training_data/1846.png,0.125,1.0,748,0.001336898395721925
1847,0.5625,1.0,data/training_data/training_data/1847.png,0.562,1.0,1445,0.0006920415224913495
1848,0.875,1.0,data/training_data/training_data/1848.png,0.875,1.0,363,0.0027548209366391185
1849,0.5,0.0,data/training_data/training_data/1849.png,0.5,0.0,1275,0.000784313725490196
1850,0.3125,1.0,data/training_data/training_data/1850.png,0.312,1.0,220,0.004545454545454545
1851,0.0625,1.0,data/training_data/training_data/1851.png,0.062,1.0,337,0.002967359050445104
1852,0.8125,1.0,data/training_data/training_data/1852.png,0.812,1.0,1176,0.0008503401360544217
1853,0.5,1.0,data/training_data/training_data/1853.png,0.5,1.0,2145,0.0004662004662004662
1854,0.5625,1.0,data/training_data/training_data/1854.png,0.562,1.0,1445,0.0006920415224913495
1855,0.8125,1.0,data/training_data/training_data/1855.png,0.812,1.0,1176,0.0008503401360544217
1856,0.3125,1.0,data/training_data/training_data/1856.png,0.312,1.0,220,0.004545454545454545
1857,0.25,1.0,data/training_data/training_data/1857.png,0.25,1.0,268,0.0037313432835820895
1858,0.8125,1.0,data/training_data/training_data/1858.png,0.812,1.0,1176,0.0008503401360544217
1859,0.25,1.0,data/training_data/training_data/1859.png,0.25,1.0,268,0.0037313432835820895
1860,0.8125,1.0,data/training_data/training_data/1860.png,0.812,1.0,1176,0.0008503401360544217
1861,0.125,1.0,data/training_data/training_data/1861.png,0.125,1.0,748,0.001336898395721925
1862,1.0,1.0,data/training_data/training_data/1862.png,1.0,1.0,87,0.011494252873563218
1863,0.125,1.0,data/training_data/training_data/1863.png,0.125,1.0,748,0.001336898395721925
1864,0.6875,1.0,data/training_data/training_data/1864.png,0.688,1.0,844,0.001184834123222749
1865,0.5625,1.0,data/training_data/training_data/1865.png,0.562,1.0,1445,0.0006920415224913495
1866,0.8125,1.0,data/training_data/training_data/1866.png,0.812,1.0,1176,0.0008503401360544217
1867,0.75,1.0,data/training_data/training_data/1867.png,0.75,1.0,1173,0.0008525149190110827
1868,0.625,1.0,data/training_data/training_data/1868.png,0.625,1.0,736,0.001358695652173913
1869,0.1875,1.0,data/training_data/training_data/1869.png,0.188,1.0,503,0.0019880715705765406
1870,0.5,1.0,data/training_data/training_data/1870.png,0.5,1.0,2145,0.0004662004662004662
1871,0.6875,1.0,data/training_data/training_data/1871.png,0.688,1.0,844,0.001184834123222749
1872,0.6875,1.0,data/training_data/training_data/1872.png,0.688,1.0,844,0.001184834123222749
1873,0.5625,1.0,data/training_data/training_data/1873.png,0.562,1.0,1445,0.0006920415224913495
1874,0.25,1.0,data/training_data/training_data/1874.png,0.25,1.0,268,0.0037313432835820895
1875,0.125,1.0,data/training_data/training_data/1875.png,0.125,1.0,748,0.001336898395721925
1876,0.0,1.0,data/training_data/training_data/1876.png,0.0,1.0,83,0.012048192771084338
1877,0.5,1.0,data/training_data/training_data/1877.png,0.5,1.0,2145,0.0004662004662004662
1878,0.3125,1.0,data/training_data/training_data/1878.png,0.312,1.0,220,0.004545454545454545
1879,0.75,1.0,data/training_data/training_data/1879.png,0.75,1.0,1173,0.0008525149190110827
1880,0.5,1.0,data/training_data/training_data/1880.png,0.5,1.0,2145,0.0004662004662004662
1881,0.5,1.0,data/training_data/training_data/1881.png,0.5,1.0,2145,0.0004662004662004662
1882,0.125,1.0,data/training_data/training_data/1882.png,0.125,1.0,748,0.001336898395721925
1883,0.1875,1.0,data/training_data/training_data/1883.png,0.188,1.0,503,0.0019880715705765406
1884,0.5625,1.0,data/training_data/training_data/1884.png,0.562,1.0,1445,0.0006920415224913495
1885,0.75,1.0,data/training_data/training_data/1885.png,0.75,1.0,1173,0.0008525149190110827
1886,0.125,1.0,data/training_data/training_data/1886.png,0.125,1.0,748,0.001336898395721925
1887,0.75,0.0,data/training_data/training_data/1887.png,0.75,0.0,233,0.004291845493562232
1888,0.75,0.0,data/training_data/training_data/1888.png,0.75,0.0,233,0.004291845493562232
1889,0.4375,1.0,data/training_data/training_data/1889.png,0.438,1.0,898,0.0011135857461024498
1890,0.8125,1.0,data/training_data/training_data/1890.png,0.812,1.0,1176,0.0008503401360544217
1891,0.5,0.0,data/training_data/training_data/1891.png,0.5,0.0,1275,0.000784313725490196
1892,0.5,1.0,data/training_data/training_data/1892.png,0.5,1.0,2145,0.0004662004662004662
1893,0.1875,1.0,data/training_data/training_data/1893.png,0.188,1.0,503,0.0019880715705765406
1894,0.75,1.0,data/training_data/training_data/1894.png,0.75,1.0,1173,0.0008525149190110827
1895,0.4375,1.0,data/training_data/training_data/1895.png,0.438,1.0,898,0.0011135857461024498
1896,0.5,0.0,data/training_data/training_data/1896.png,0.5,0.0,1275,0.000784313725490196
1897,0.6875,0.0,data/training_data/training_data/1897.png,0.688,0.0,179,0.00558659217877095
1898,0.8125,1.0,data/training_data/training_data/1898.png,0.812,1.0,1176,0.0008503401360544217
1899,0.75,1.0,data/training_data/training_data/1899.png,0.75,1.0,1173,0.0008525149190110827
1900,0.75,1.0,data/training_data/training_data/1900.png,0.75,1.0,1173,0.0008525149190110827
1901,0.625,0.0,data/training_data/training_data/1901.png,0.625,0.0,123,0.008130081300813009
1902,0.8125,1.0,data/training_data/training_data/1902.png,0.812,1.0,1176,0.0008503401360544217
1903,0.5,0.0,data/training_data/training_data/1903.png,0.5,0.0,1275,0.000784313725490196
1904,0.5625,1.0,data/training_data/training_data/1904.png,0.562,1.0,1445,0.0006920415224913495
1905,0.8125,1.0,data/training_data/training_data/1905.png,0.812,1.0,1176,0.0008503401360544217
1906,0.375,1.0,data/training_data/training_data/1906.png,0.375,1.0,290,0.0034482758620689655
1907,0.5,1.0,data/training_data/training_data/1907.png,0.5,1.0,2145,0.0004662004662004662
1908,0.4375,0.0,data/training_data/training_data/1908.png,0.438,0.0,90,0.011111111111111112
1909,0.75,1.0,data/training_data/training_data/1909.png,0.75,1.0,1173,0.0008525149190110827
1910,0.0,1.0,data/training_data/training_data/1910.png,0.0,1.0,83,0.012048192771084338
1911,0.1875,1.0,data/training_data/training_data/1911.png,0.188,1.0,503,0.0019880715705765406
1912,0.125,1.0,data/training_data/training_data/1912.png,0.125,1.0,748,0.001336898395721925
1913,0.8125,1.0,data/training_data/training_data/1913.png,0.812,1.0,1176,0.0008503401360544217
1914,0.5,0.0,data/training_data/training_data/1914.png,0.5,0.0,1275,0.000784313725490196
1915,0.8125,1.0,data/training_data/training_data/1915.png,0.812,1.0,1176,0.0008503401360544217
1916,0.5625,1.0,data/training_data/training_data/1916.png,0.562,1.0,1445,0.0006920415224913495
1917,0.5,1.0,data/training_data/training_data/1917.png,0.5,1.0,2145,0.0004662004662004662
1918,0.6875,0.0,data/training_data/training_data/1918.png,0.688,0.0,179,0.00558659217877095
1919,0.5625,1.0,data/training_data/training_data/1919.png,0.562,1.0,1445,0.0006920415224913495
1920,0.1875,1.0,data/training_data/training_data/1920.png,0.188,1.0,503,0.0019880715705765406
1921,0.5625,1.0,data/training_data/training_data/1921.png,0.562,1.0,1445,0.0006920415224913495
1922,0.5625,1.0,data/training_data/training_data/1922.png,0.562,1.0,1445,0.0006920415224913495
1923,0.5,1.0,data/training_data/training_data/1923.png,0.5,1.0,2145,0.0004662004662004662
1924,0.75,1.0,data/training_data/training_data/1924.png,0.75,1.0,1173,0.0008525149190110827
1925,0.375,1.0,data/training_data/training_data/1925.png,0.375,1.0,290,0.0034482758620689655
1926,0.5,1.0,data/training_data/training_data/1926.png,0.5,1.0,2145,0.0004662004662004662
1928,0.6875,1.0,data/training_data/training_data/1928.png,0.688,1.0,844,0.001184834123222749
1929,0.5625,1.0,data/training_data/training_data/1929.png,0.562,1.0,1445,0.0006920415224913495
1930,0.5,1.0,data/training_data/training_data/1930.png,0.5,1.0,2145,0.0004662004662004662
1931,0.0625,1.0,data/training_data/training_data/1931.png,0.062,1.0,337,0.002967359050445104
1932,0.5,1.0,data/training_data/training_data/1932.png,0.5,1.0,2145,0.0004662004662004662
1933,0.8125,1.0,data/training_data/training_data/1933.png,0.812,1.0,1176,0.0008503401360544217
1934,0.5,1.0,data/training_data/training_data/1934.png,0.5,1.0,2145,0.0004662004662004662
1935,0.5,0.0,data/training_data/training_data/1935.png,0.5,0.0,1275,0.000784313725490196
1936,0.6875,1.0,data/training_data/training_data/1936.png,0.688,1.0,844,0.001184834123222749
1937,0.75,1.0,data/training_data/training_data/1937.png,0.75,1.0,1173,0.0008525149190110827
1938,0.4375,1.0,data/training_data/training_data/1938.png,0.438,1.0,898,0.0011135857461024498
1939,0.25,1.0,data/training_data/training_data/1939.png,0.25,1.0,268,0.0037313432835820895
1940,0.4375,1.0,data/training_data/training_data/1940.png,0.438,1.0,898,0.0011135857461024498
1941,0.5625,0.0,data/training_data/training_data/1941.png,0.562,0.0,313,0.003194888178913738
1942,0.625,1.0,data/training_data/training_data/1942.png,0.625,1.0,736,0.001358695652173913
1943,0.5,0.0,data/training_data/training_data/1943.png,0.5,0.0,1275,0.000784313725490196
1944,0.5,0.0,data/training_data/training_data/1944.png,0.5,0.0,1275,0.000784313725490196
1945,0.1875,1.0,data/training_data/training_data/1945.png,0.188,1.0,503,0.0019880715705765406
1946,0.625,1.0,data/training_data/training_data/1946.png,0.625,1.0,736,0.001358695652173913
1947,0.5,0.0,data/training_data/training_data/1947.png,0.5,0.0,1275,0.000784313725490196
1948,0.75,1.0,data/training_data/training_data/1948.png,0.75,1.0,1173,0.0008525149190110827
1949,0.5625,1.0,data/training_data/training_data/1949.png,0.562,1.0,1445,0.0006920415224913495
1950,0.5,0.0,data/training_data/training_data/1950.png,0.5,0.0,1275,0.000784313725490196
1951,0.75,1.0,data/training_data/training_data/1951.png,0.75,1.0,1173,0.0008525149190110827
1952,0.4375,1.0,data/training_data/training_data/1952.png,0.438,1.0,898,0.0011135857461024498
1953,0.625,0.0,data/training_data/training_data/1953.png,0.625,0.0,123,0.008130081300813009
1954,0.8125,1.0,data/training_data/training_data/1954.png,0.812,1.0,1176,0.0008503401360544217
1955,0.1875,1.0,data/training_data/training_data/1955.png,0.188,1.0,503,0.0019880715705765406
1956,1.0,1.0,data/training_data/training_data/1956.png,1.0,1.0,87,0.011494252873563218
1957,0.4375,1.0,data/training_data/training_data/1957.png,0.438,1.0,898,0.0011135857461024498
1958,0.5,0.0,data/training_data/training_data/1958.png,0.5,0.0,1275,0.000784313725490196
1959,0.8125,1.0,data/training_data/training_data/1959.png,0.812,1.0,1176,0.0008503401360544217
1960,0.5,0.0,data/training_data/training_data/1960.png,0.5,0.0,1275,0.000784313725490196
1961,0.5,0.0,data/training_data/training_data/1961.png,0.5,0.0,1275,0.000784313725490196
1962,0.5625,1.0,data/training_data/training_data/1962.png,0.562,1.0,1445,0.0006920415224913495
1963,0.8125,1.0,data/training_data/training_data/1963.png,0.812,1.0,1176,0.0008503401360544217
1964,0.0625,1.0,data/training_data/training_data/1964.png,0.062,1.0,337,0.002967359050445104
1965,0.5,1.0,data/training_data/training_data/1965.png,0.5,1.0,2145,0.0004662004662004662
1966,0.5,1.0,data/training_data/training_data/1966.png,0.5,1.0,2145,0.0004662004662004662
1967,0.5,0.0,data/training_data/training_data/1967.png,0.5,0.0,1275,0.000784313725490196
1968,0.625,1.0,data/training_data/training_data/1968.png,0.625,1.0,736,0.001358695652173913
1969,0.4375,1.0,data/training_data/training_data/1969.png,0.438,1.0,898,0.0011135857461024498
1970,0.5,1.0,data/training_data/training_data/1970.png,0.5,1.0,2145,0.0004662004662004662
1971,0.1875,1.0,data/training_data/training_data/1971.png,0.188,1.0,503,0.0019880715705765406
1972,0.6875,1.0,data/training_data/training_data/1972.png,0.688,1.0,844,0.001184834123222749
1973,0.5,1.0,data/training_data/training_data/1973.png,0.5,1.0,2145,0.0004662004662004662
1974,0.1875,1.0,data/training_data/training_data/1974.png,0.188,1.0,503,0.0019880715705765406
1975,0.8125,1.0,data/training_data/training_data/1975.png,0.812,1.0,1176,0.0008503401360544217
1976,0.4375,1.0,data/training_data/training_data/1976.png,0.438,1.0,898,0.0011135857461024498
1977,0.3125,1.0,data/training_data/training_data/1977.png,0.312,1.0,220,0.004545454545454545
1978,0.1875,1.0,data/training_data/training_data/1978.png,0.188,1.0,503,0.0019880715705765406
1979,0.5,1.0,data/training_data/training_data/1979.png,0.5,1.0,2145,0.0004662004662004662
1980,0.5,1.0,data/training_data/training_data/1980.png,0.5,1.0,2145,0.0004662004662004662
1981,0.6875,1.0,data/training_data/training_data/1981.png,0.688,1.0,844,0.001184834123222749
1982,0.8125,1.0,data/training_data/training_data/1982.png,0.812,1.0,1176,0.0008503401360544217
1983,0.5,1.0,data/training_data/training_data/1983.png,0.5,1.0,2145,0.0004662004662004662
1984,0.0625,1.0,data/training_data/training_data/1984.png,0.062,1.0,337,0.002967359050445104
1985,0.875,0.0,data/training_data/training_data/1985.png,0.875,0.0,166,0.006024096385542169
1986,0.625,1.0,data/training_data/training_data/1986.png,0.625,1.0,736,0.001358695652173913
1987,0.8125,0.0,data/training_data/training_data/1987.png,0.812,0.0,120,0.008333333333333333
1988,0.5,0.0,data/training_data/training_data/1988.png,0.5,0.0,1275,0.000784313725490196
1989,0.5625,1.0,data/training_data/training_data/1989.png,0.562,1.0,1445,0.0006920415224913495
1990,0.9375,1.0,data/training_data/training_data/1990.png,0.938,1.0,101,0.009900990099009901
1991,0.75,1.0,data/training_data/training_data/1991.png,0.75,1.0,1173,0.0008525149190110827
1992,0.4375,1.0,data/training_data/training_data/1992.png,0.438,1.0,898,0.0011135857461024498
1993,0.75,1.0,data/training_data/training_data/1993.png,0.75,1.0,1173,0.0008525149190110827
1994,0.5625,0.0,data/training_data/training_data/1994.png,0.562,0.0,313,0.003194888178913738
1995,0.6875,1.0,data/training_data/training_data/1995.png,0.688,1.0,844,0.001184834123222749
1996,0.5625,1.0,data/training_data/training_data/1996.png,0.562,1.0,1445,0.0006920415224913495
1997,0.5625,1.0,data/training_data/training_data/1997.png,0.562,1.0,1445,0.0006920415224913495
1998,0.8125,1.0,data/training_data/training_data/1998.png,0.812,1.0,1176,0.0008503401360544217
1999,0.5,1.0,data/training_data/training_data/1999.png,0.5,1.0,2145,0.0004662004662004662
2000,0.6875,1.0,data/training_data/training_data/2000.png,0.688,1.0,844,0.001184834123222749
2001,0.5,0.0,data/training_data/training_data/2001.png,0.5,0.0,1275,0.000784313725490196
2002,0.75,1.0,data/training_data/training_data/2002.png,0.75,1.0,1173,0.0008525149190110827
2003,0.6875,1.0,data/training_data/training_data/2003.png,0.688,1.0,844,0.001184834123222749
2004,0.9375,1.0,data/training_data/training_data/2004.png,0.938,1.0,101,0.009900990099009901
2005,0.75,1.0,data/training_data/training_data/2005.png,0.75,1.0,1173,0.0008525149190110827
2006,0.75,1.0,data/training_data/training_data/2006.png,0.75,1.0,1173,0.0008525149190110827
2007,0.5625,1.0,data/training_data/training_data/2007.png,0.562,1.0,1445,0.0006920415224913495
2008,0.5625,1.0,data/training_data/training_data/2008.png,0.562,1.0,1445,0.0006920415224913495
2009,0.5,1.0,data/training_data/training_data/2009.png,0.5,1.0,2145,0.0004662004662004662
2010,0.5,0.0,data/training_data/training_data/2010.png,0.5,0.0,1275,0.000784313725490196
2011,0.6875,1.0,data/training_data/training_data/2011.png,0.688,1.0,844,0.001184834123222749
2012,0.5625,1.0,data/training_data/training_data/2012.png,0.562,1.0,1445,0.0006920415224913495
2013,0.5625,0.0,data/training_data/training_data/2013.png,0.562,0.0,313,0.003194888178913738
2014,0.6875,1.0,data/training_data/training_data/2014.png,0.688,1.0,844,0.001184834123222749
2015,0.25,1.0,data/training_data/training_data/2015.png,0.25,1.0,268,0.0037313432835820895
2016,0.5,0.0,data/training_data/training_data/2016.png,0.5,0.0,1275,0.000784313725490196
2017,0.875,0.0,data/training_data/training_data/2017.png,0.875,0.0,166,0.006024096385542169
2018,0.1875,1.0,data/training_data/training_data/2018.png,0.188,1.0,503,0.0019880715705765406
2019,0.75,1.0,data/training_data/training_data/2019.png,0.75,1.0,1173,0.0008525149190110827
2020,0.6875,1.0,data/training_data/training_data/2020.png,0.688,1.0,844,0.001184834123222749
2021,0.625,1.0,data/training_data/training_data/2021.png,0.625,1.0,736,0.001358695652173913
2022,0.625,1.0,data/training_data/training_data/2022.png,0.625,1.0,736,0.001358695652173913
2023,0.5,0.0,data/training_data/training_data/2023.png,0.5,0.0,1275,0.000784313725490196
2024,0.1875,1.0,data/training_data/training_data/2024.png,0.188,1.0,503,0.0019880715705765406
2025,0.625,0.0,data/training_data/training_data/2025.png,0.625,0.0,123,0.008130081300813009
2026,0.6875,1.0,data/training_data/training_data/2026.png,0.688,1.0,844,0.001184834123222749
2027,0.0,1.0,data/training_data/training_data/2027.png,0.0,1.0,83,0.012048192771084338
2028,0.125,1.0,data/training_data/training_data/2028.png,0.125,1.0,748,0.001336898395721925
2029,0.6875,1.0,data/training_data/training_data/2029.png,0.688,1.0,844,0.001184834123222749
2030,1.0,1.0,data/training_data/training_data/2030.png,1.0,1.0,87,0.011494252873563218
2031,0.5,0.0,data/training_data/training_data/2031.png,0.5,0.0,1275,0.000784313725490196
2033,0.0,0.0,data/training_data/training_data/2033.png,0.0,0.0,49,0.02040816326530612
2034,0.5,0.0,data/training_data/training_data/2034.png,0.5,0.0,1275,0.000784313725490196
2035,0.75,1.0,data/training_data/training_data/2035.png,0.75,1.0,1173,0.0008525149190110827
2036,0.75,0.0,data/training_data/training_data/2036.png,0.75,0.0,233,0.004291845493562232
2037,0.25,1.0,data/training_data/training_data/2037.png,0.25,1.0,268,0.0037313432835820895
2038,0.5,1.0,data/training_data/training_data/2038.png,0.5,1.0,2145,0.0004662004662004662
2039,0.5,1.0,data/training_data/training_data/2039.png,0.5,1.0,2145,0.0004662004662004662
2040,0.4375,1.0,data/training_data/training_data/2040.png,0.438,1.0,898,0.0011135857461024498
2041,0.5,0.0,data/training_data/training_data/2041.png,0.5,0.0,1275,0.000784313725490196
2042,0.5,0.0,data/training_data/training_data/2042.png,0.5,0.0,1275,0.000784313725490196
2043,0.75,1.0,data/training_data/training_data/2043.png,0.75,1.0,1173,0.0008525149190110827
2044,0.5,1.0,data/training_data/training_data/2044.png,0.5,1.0,2145,0.0004662004662004662
2045,0.6875,0.0,data/training_data/training_data/2045.png,0.688,0.0,179,0.00558659217877095
2046,0.6875,1.0,data/training_data/training_data/2046.png,0.688,1.0,844,0.001184834123222749
2047,0.4375,1.0,data/training_data/training_data/2047.png,0.438,1.0,898,0.0011135857461024498
2048,0.5,1.0,data/training_data/training_data/2048.png,0.5,1.0,2145,0.0004662004662004662
2049,0.6875,1.0,data/training_data/training_data/2049.png,0.688,1.0,844,0.001184834123222749
2050,0.5625,0.0,data/training_data/training_data/2050.png,0.562,0.0,313,0.003194888178913738
2051,0.5,1.0,data/training_data/training_data/2051.png,0.5,1.0,2145,0.0004662004662004662
2052,0.8125,1.0,data/training_data/training_data/2052.png,0.812,1.0,1176,0.0008503401360544217
2053,0.5,1.0,data/training_data/training_data/2053.png,0.5,1.0,2145,0.0004662004662004662
2054,0.6875,1.0,data/training_data/training_data/2054.png,0.688,1.0,844,0.001184834123222749
2055,0.4375,1.0,data/training_data/training_data/2055.png,0.438,1.0,898,0.0011135857461024498
2056,0.5,0.0,data/training_data/training_data/2056.png,0.5,0.0,1275,0.000784313725490196
2057,0.4375,1.0,data/training_data/training_data/2057.png,0.438,1.0,898,0.0011135857461024498
2058,0.5,1.0,data/training_data/training_data/2058.png,0.5,1.0,2145,0.0004662004662004662
2059,0.4375,1.0,data/training_data/training_data/2059.png,0.438,1.0,898,0.0011135857461024498
2060,0.6875,1.0,data/training_data/training_data/2060.png,0.688,1.0,844,0.001184834123222749
